steps	episodes	elapsed	mean	median	stdev	max	min	average_q1	average_q2	average_q_func1_loss	average_q_func2_loss	n_updates	average_entropy	temperature
85000	424	1401.8427004814148	-163.27088654774855	-119.50724868026467	76.19998168551996	-117.52102363626074	-335.07458963046105	-30.21878	-30.201153	0.2716633914411068	0.33015517219901086	75001	-0.9632767	0.016393795609474182
90000	448	1487.405487537384	-126.92529592258326	-118.0876909747878	82.6837474477358	-0.04677977923149011	-232.19690287658042	-31.418762	-31.387638	0.2721908264607191	0.2945727649331093	80001	-1.0042411	0.01911809667944908
95000	472	1575.103622674942	-156.04564901522264	-123.48216239471945	79.78973908268473	-2.237486245368397	-246.9465263773372	-26.02397	-25.991655	0.23675176993012428	0.27411425530910494	85001	-0.7857495	0.01919998787343502
100000	500	1659.6646161079407	-177.10711802387112	-123.81982811159335	79.14910273160564	-119.22557678012457	-344.7407341915983	-25.638922	-25.63379	0.26401162415742874	0.2873013769090176	90001	-0.8244408	0.01788083277642727
105000	524	1741.534985780716	-133.62946268833986	-123.27517316766122	67.66233106100582	-1.5678941889002362	-247.3962382251907	-28.191133	-28.215422	0.29023737996816634	0.273140230178833	95001	-0.93114734	0.016360653564333916
110000	548	1823.2005152702332	-141.2934603897486	-121.11534311282756	88.8885821472202	-1.1262264258354528	-347.1629438921599	-26.731844	-26.733063	0.24941125839948655	0.2558530779182911	100001	-0.8840663	0.01787460967898369
115000	572	1922.0868127346039	-120.37445169787108	-119.81357317824506	56.151437503726655	-1.3914112026054215	-239.06244298231852	-26.858004	-26.845018	0.2382555930316448	0.23948775850236415	105001	-0.9540032	0.016847791150212288
120000	600	2021.2235763072968	-105.02214801991023	-118.09227513909495	84.08643502530992	-0.15156743699835076	-228.76128857707022	-27.59432	-27.604794	0.2200224669277668	0.2379235827177763	110001	-0.91731673	0.017031576484441757
125000	624	2102.5452349185944	-152.71539686020628	-172.14957177725884	95.07360670055577	-0.5943344636722736	-247.32272224821028	-26.92592	-26.937492	0.20878427289426327	0.2482541947066784	115001	-0.99324036	0.013627340085804462
130000	648	2202.6938693523407	-144.20464598543253	-123.20595743084682	73.4045272597296	-0.9581070879332967	-245.7192968293137	-23.622208	-23.552906	0.2363279354572296	0.24088074170053006	120001	-0.868606	0.014338906854391098
135000	672	2291.996223926544	-151.78894050324521	-121.39508945144223	77.45310821181374	-0.33615039829091914	-235.5018870534312	-22.28599	-22.222918	0.24231509663164616	0.2608597078919411	125001	-0.81536704	0.012438110075891018
140000	700	2375.5627739429474	-163.2432552948992	-223.07242535434045	96.93513618803718	-0.3914995259762257	-238.92641134257082	-23.576818	-23.621874	0.27876702561974526	0.35699532330036166	130001	-1.0717629	0.014651091769337654
145000	724	2459.646525144577	-150.18802357668565	-121.81080698728141	64.86866370439316	-118.35662081714032	-309.4875754451626	-23.532316	-23.554571	0.21493814788758756	0.2516369806230068	135001	-1.1152341	0.01670840196311474
150000	748	2542.285474538803	-138.94156837344616	-124.34301682043605	88.22419926868045	-0.012558462087314532	-230.50718315843392	-19.633413	-19.629234	0.2257750353962183	0.2131726346164942	140001	-0.8585338	0.014238988049328327
155000	772	2625.4604408740997	-114.31332646950585	-116.01206143092813	101.36144044939809	-0.13674743229306452	-303.15257586733367	-24.091465	-24.093382	0.20977893505245448	0.2143036562949419	145001	-1.1375751	0.014065678231418133
160000	800	2708.6269705295563	-129.30815142174512	-120.49478532823328	62.47980762073148	-1.2976139158700595	-227.68415959163573	-21.283606	-21.220598	0.25563919126987455	0.2079434150457382	150001	-0.9938309	0.015359872952103615
165000	824	2802.8437225818634	-143.2292820790647	-120.8684728347255	94.97550881578006	-0.029406143758474897	-259.3131825985784	-22.021511	-21.985153	0.20073287755250932	0.2393818862736225	155001	-0.8850316	0.013744906522333622
170000	848	2890.6467764377594	-127.16975988313274	-119.21912386652625	82.20830895578744	-0.3795920498530848	-229.05706573968712	-21.730734	-21.700922	0.2518222143501043	0.2363899065554142	160001	-0.8858634	0.013104616664350033
175000	872	2973.8258957862854	-84.90676110702532	-117.6401860492123	58.26639239833151	-0.17252427351203628	-128.33499449759648	-23.750008	-23.713839	0.20871698960661889	0.1984349662810564	165001	-0.98798645	0.013482102192938328
180000	900	3056.7417709827423	-174.47607530494057	-175.08928067127724	55.96788163413138	-118.24285070700674	-236.8252585666702	-19.553278	-19.51814	0.20693161349743605	0.22963133312761783	170001	-0.99731714	0.013474776409566402
185000	924	3139.8947174549103	-167.19536717903847	-124.88933214536222	57.31111090570081	-116.556736652102	-243.3565685775114	-20.679203	-20.637415	0.23673317819833756	0.21573291569948197	175001	-1.022624	0.012916461564600468
190000	948	3232.164228439331	-187.2914123498391	-184.35633926729707	72.0554862220012	-117.19160624562686	-299.12414690109944	-20.564503	-20.583515	0.23141540959477425	0.21826740369200706	180001	-1.0203974	0.012098695151507854
195000	972	3313.949040412903	-162.93482013002026	-123.47597512305266	54.35316687447462	-118.69960727902392	-232.5981758414488	-19.61645	-19.646347	0.20514173895120622	0.1992193042486906	185001	-0.8886593	0.011243939399719238
200000	1000	3395.3846299648285	-151.81288402756152	-124.25792744196823	49.24560332967505	-114.54680735016827	-228.91957898201358	-16.82967	-16.819529	0.2134489321708679	0.20873389147222043	190001	-1.0429754	0.011840513907372952
205000	1024	3477.2048046588898	-131.12383091801757	-120.66071817204528	64.8301812306529	-2.0870484298966345	-233.51449943666512	-19.95711	-19.992962	0.2610800611972809	0.27962360955774784	195001	-1.1225462	0.011907806620001793
210000	1048	3560.780113697052	-151.25532639567396	-121.1910116656322	51.60034615961031	-116.25843428692592	-234.64602551882126	-17.253447	-17.247704	0.3156055275350809	0.31983594596385956	200001	-1.0288574	0.011940984055399895
215000	1072	3654.051709651947	-108.46708684656241	-117.99161161193503	90.17631286814175	-0.13960771419215678	-254.0339048400064	-20.841139	-20.796497	0.21658229477703572	0.21292766749858857	205001	-1.0551807	0.010731400921940804
220000	1100	3736.2122433185577	-192.41819691682937	-175.77591252899313	82.71696463356743	-116.75512996515388	-359.49760419403015	-21.18749	-21.186409	0.22746571376919747	0.1815000846236944	210001	-1.2401167	0.010361944325268269
225000	1124	3818.02938580513	-166.23281432366207	-121.56886359240679	78.27753995632688	-115.6750001845134	-332.017333375543	-20.544325	-20.563044	0.20102411773055792	0.21532129231840372	215001	-1.068373	0.010275823064148426
230000	1148	3906.7188942432404	-127.31584816560981	-120.03689359450166	82.30696667732761	-0.3818329611975125	-229.25661735887428	-17.880539	-17.852966	0.23065274398773908	0.19603321611881255	220001	-1.0494089	0.010045109316706657
235000	1172	3994.8000717163086	-119.77083948235774	-119.62378828001724	97.12907770487419	-0.04854645096955134	-249.7017835108485	-18.728174	-18.735748	0.29524545900523663	0.2282932548224926	225001	-1.079678	0.010715753771364689
240000	1200	4087.814141511917	-165.71157159686285	-173.28312462747408	82.41395441658264	-1.507259817809488	-253.8215232726949	-19.955532	-19.96253	0.18752716943621636	0.19815066374838353	230001	-0.9762304	0.011234036646783352
245000	1224	4172.280867099762	-168.60693269834238	-122.44746894601556	84.44677229289029	-116.72778904643678	-362.50215904031245	-21.335371	-21.355936	0.18430954955518244	0.19823090124875306	235001	-0.9765187	0.010978457517921925
250000	1248	4260.754048109055	-118.15532244228262	-117.20821125629243	3.5573845577144803	-113.81405340385072	-124.15077584957602	-17.376364	-17.317486	0.25041937321424484	0.225584070160985	240001	-0.991104	0.01027127169072628
255000	1272	4348.293845653534	-119.09116276229246	-118.74046257332657	55.04329951270479	-1.3859486937133318	-234.77047252790928	-19.627344	-19.596539	0.2385724300891161	0.21654088489711285	245001	-1.0235306	0.009251883253455162
260000	1300	4438.869527101517	-198.5292791810206	-222.4000172460527	75.10708177648992	-116.47511311194147	-310.78110020896264	-17.113985	-17.153856	0.18737785547971725	0.17114444710314275	250001	-0.8204332	0.009272906929254532
265000	1324	4552.605315923691	-165.15627315824113	-125.91051356691261	90.9084379329083	-3.875445642047901	-314.53432640857557	-15.200502	-15.165283	0.24575350314378738	0.22455603308975697	255001	-0.83039135	0.01024121418595314
270000	1348	4637.148157835007	-154.8424386644621	-122.85954470878445	80.02884517401253	-2.305350191561802	-243.95491237370817	-17.414526	-17.432766	0.22955292746424674	0.19857419408857824	260001	-1.0035816	0.010203223675489426
275000	1372	4755.131776571274	-151.13926178164752	-122.68739107242348	103.72597625790091	-0.22741786037243988	-306.36100292509946	-17.924852	-17.93041	0.46132315952330827	0.49615350522100926	265001	-0.9404338	0.017488015815615654
280000	1400	4878.163638353348	-119.12550238443485	-121.71270430509801	76.83981722581544	-0.034122860571823725	-234.27313282151755	-18.055426	-18.12706	0.21692011386156082	0.22071932420134543	270001	-0.8936006	0.012393530458211899
285000	1424	4963.768747806549	-124.85713632422384	-119.1851098766114	90.55072658862014	-1.75648609844043	-303.22356717620426	-18.165955	-18.156092	0.2108120571449399	0.21680146194994449	275001	-0.9110176	0.012238199822604656
290000	1448	5049.5460295677185	-140.5362252763555	-119.1738717183523	71.74772372948098	-0.4074010277167432	-234.7270627009199	-16.790442	-16.802757	0.21477964900434018	0.19158697187900542	280001	-0.9366681	0.013455475680530071
295000	1472	5133.9006407260895	-143.15271783991076	-122.458107795118	46.825126559582614	-116.6181330692869	-239.2112599750788	-16.754957	-16.73005	0.2119477964192629	0.18077855877578258	285001	-1.0107642	0.015266286209225655
300000	1500	5238.440139770508	-153.84132519143927	-122.58817307906563	78.4168471134407	-0.5981957236106327	-245.9042097746796	-16.870785	-16.927156	0.17251525893807412	0.1653161497786641	290001	-1.0389334	0.0154905766248703
305000	1524	5325.156720399857	-154.1196794333902	-123.18428330892968	112.00828491348432	-0.6627088573588651	-364.10719581410086	-14.466523	-14.495773	0.27437525570392607	0.28223331794142725	295001	-1.1159754	0.015952112153172493
310000	1548	5410.554608345032	-151.54512544267828	-120.1233598033321	54.33012514390742	-113.78876735342548	-239.94577556614627	-16.972206	-17.014395	0.22681630209088324	0.19994294077157973	300001	-0.95635146	0.016584180295467377
315000	1572	5495.573867797852	-140.50440349509606	-121.96526707326342	70.06039012808539	-1.0103393862142624	-228.39099173675285	-18.971684	-18.993261	0.19907173730432987	0.2073623787611723	305001	-0.9939392	0.015525095164775848
320000	1600	5582.131654262543	-153.00172762176746	-174.13448552653338	94.244735387858	-1.2981383946691119	-238.6333765838942	-16.936863	-16.925957	0.15538911167532204	0.1768543170019984	310001	-0.8766117	0.017547758296132088
325000	1624	5667.346893548965	-161.1383974771145	-121.95221967503755	90.14480149280266	-0.5923289960978999	-322.5821907146294	-17.975126	-17.98735	0.20683700170367955	0.1921091976761818	315001	-1.0296074	0.01695905439555645
330000	1648	5752.666331768036	-150.92730207381737	-121.37430780855732	107.46195532828594	-1.6552421265873394	-350.4758086798142	-16.135738	-16.146544	0.1748113390058279	0.1915213229879737	320001	-0.9766739	0.01703624613583088
335000	1672	5875.255044221878	-163.6968493792276	-121.19541577132175	76.6204587752756	-115.61031509502952	-335.14156814851646	-16.627964	-16.60687	0.1637327466160059	0.1726646364480257	325001	-0.92083585	0.018287310376763344
340000	1700	5982.008242845535	-141.74247600987906	-122.43659274403797	91.03062124576803	-0.8391512423229291	-241.79956501265494	-13.838449	-13.872245	0.20745591647922992	0.20348599255084993	330001	-0.922281	0.015638595446944237
345000	1724	6066.273996353149	-140.46138784719932	-121.29282461720592	71.33889872169252	-0.4813055034500078	-241.07559187427995	-17.581581	-17.548197	0.18837236441671848	0.18575338572263717	335001	-1.070532	0.01633632555603981
